StartDate;EndDate;Status;IPAddress;Progress;Seconds;Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;prolific_id;consume_dairy;country;birth_year;primary_shopper;milk_purch_freq;milk_cons_freq;milk_purch_loc;milk_purch_loc_othr;milk_fat;milk_fat_othr;milk_size;milk_size_othr;lactose_free;non_dairy;nd_soy;nd_almond;nd_oat;nd_coconut;nd_othr_nut;nd_othr;nd_othr_txt;nd_rsn_lactose;nd_rsn_allergy;nd_rsn_taste;nd_rsn_vegan;nd_rsn_shelflife;nd_rsn_inflammation;nd_rsn_antibiotic;nd_rsn_welfare;nd_rsn_othr;nd_rsn_othr_txt;C1;C2;C3;C4;rank_milk_type;rank_label_type;rank_addl_label;rank_date;rank_price;online_freq;read_label_freq;use_qr_code;foodwaste_familiar;up_milk;discard_afterdate;discard_ondate;discard_finish;discard_smell;discard_taste;date_quality;best_sell;foodwaste_sig;foodwaste_badfeel;foodwaste_wrong;foodwaste_consider;foodwaste_handle;share_social;promote_sust;age;gender;white;middle_east;black;native;asian;pacific;hispanic;race_othr;race_othr_txt;edu;hhinc;ms;children;hhsize;state;prolific_pid;group;vers_cbconjoint;revision_CBCONJOINT
8/2/2021 9:18;8/2/2021 9:30;IP Address;*******;100;699;TRUE;8/2/2021 9:30;R_piVMjjBBlSkptDj;*******;*******;*******;*******;*******;*******;anonymous;EN;0.6999999999999999555910790149937383830547332763671875;I consent, begin the study.;5dd70de43269926aec722f9b;Yes;United States;1988;No;Approximately every 10 - 14 days;Less than once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;1% Low fat milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;1;2;4;3;5;4;1;2;A few times a month;Always;Definitely not;Not familiar at all;Strongly disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Somewhat agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$70,000 to $79,999;Never Married;No;3;Missouri;5dd70de43269926aec722f9b;Treatment;28;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:26;8/2/2021 9:30;IP Address;*******;100;270;TRUE;8/2/2021 9:30;R_2xF5Z3iixUVTj4K;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5c5196cd9104840001d60b9f;Yes;United States;1992;Yes;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Skim;;Quart;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;2;3;2;4;3;4;5;2;1;A few times a week;Always;Might or might not;Moderately familiar;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat disagree;26-35;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$150,000 or more;Married;No;2;Pennsylvania;5c5196cd9104840001d60b9f;Control;32;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:25;8/2/2021 9:30;IP Address;*******;100;330;TRUE;8/2/2021 9:30;R_1LIGOqmQnoSbkRM;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f4c81f06bf20b893f439607;Yes;United States;1982;No;Approximately every 10 - 14 days;Multiple times a day;Warehouse club stores (Costco, Sam's Club, BJ's, etc.);;2% Reduced fat milk;;Gallon;;Sometimes;About half the time;Soymilk;Almond milk;Oat milk;;;;;Lactose intolerance;;;;;;;;;;3;2;2;4;3;4;5;1;2;About once a day;Sometimes;Probably not;Slightly familiar;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly disagree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Strongly agree;;;Somewhat agree;Somewhat agree;;Strongly disagree;Strongly agree;36-45;Male;White;;;;;;;;;Some college but no degree;$150,000 or more;Married;Yes;4;Maryland;5f4c81f06bf20b893f439607;Control;30;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:25;8/2/2021 9:32;IP Address;*******;100;423;TRUE;8/2/2021 9:32;R_1dAAR2iVSzsQN5y;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5c696229bd58280001b4f554;Yes;United States;1973;Yes;Approximately every 10 - 14 days;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;;Almond milk;;Coconut milk;;;;;;;;;;;;;;2;2;3;3;3;4;5;2;1;A few times a month;Always;Definitely not;Moderately familiar;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;46-55;Female;White;;;;;;;;;Master's degree;$60,000 to $69,999;Married;Yes;3;New York;5c696229bd58280001b4f554;Control;33;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:21;8/2/2021 9:32;IP Address;*******;100;642;TRUE;8/2/2021 9:32;R_3lENVLfyHMPPJJZ;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5dd1bcb78b8df12171cf5dff;Yes;United States;1982;Yes;Approximately once a week;Less than once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;2;1;2;2;4;5;3;1;About once a month;About half the time;Definitely not;Not familiar at all;Strongly disagree;Strongly agree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;36-45;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$30,000 to $39,999;Never Married;No;2;Pennsylvania;5dd1bcb78b8df12171cf5dff;Control;25;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:28;8/2/2021 9:33;IP Address;*******;100;333;TRUE;8/2/2021 9:33;R_cTKb8BtCUNdgGiZ;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f6cc543fa9ab90c50ffcc83;Yes;United States;1975;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Skim;;Half-gallon;;Never;Sometimes;;Almond milk;;Coconut milk;;;;;;;;;;;;;;1;2;1;2;3;4;5;2;1;A few times a week;Always;Definitely not;Not familiar at all;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;36-45;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$100,000 to $149,999;Married;No;5;Florida;5f6cc543fa9ab90c50ffcc83;Treatment;35;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:25;8/2/2021 9:35;IP Address;*******;100;575;TRUE;8/2/2021 9:35;R_2Sk83zV5UrBKNL0;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e6548f0ec868d2cbe40ada2;Yes;United States;1986;Yes;Multiple times a week;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;1;2;2;3;2;3;5;4;1;A few times a week;About half the time;Definitely yes;Slightly familiar;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat disagree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;26-35;Male;White;;;;;;;;;Professional degree (JD, MD);$70,000 to $79,999;Married;Yes;4;Ohio;5e6548f0ec868d2cbe40ada2;Treatment;36;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:29;8/2/2021 9:35;IP Address;*******;100;382;TRUE;8/2/2021 9:35;R_26bT7ELG1i7Liwe;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5fbc7591d2de3e1476baa97d;Yes;United States;1993;Yes;Less frequently than every 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Half-gallon;;Sometimes;Sometimes;;Almond milk;;;;;;Lactose intolerance;Milk allergy;;;;;;;;;1;3;2;1;3;1;5;4;2;A few times a week;Most of the time;Definitely not;Not familiar at all;Somewhat agree;Neither agree nor disagree;Strongly disagree;Somewhat agree;;Strongly disagree;;;;;Strongly agree;;;;;26-35;Female;;;Black or African American;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Never Married;No;2;Texas;5fbc7591d2de3e1476baa97d;Control;37;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:27;8/2/2021 9:36;IP Address;*******;100;561;TRUE;8/2/2021 9:36;R_3CWcHKdSUwXPa08;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5ea98b41bd3d1009919a3b06;Yes;United States;1978;Yes;Multiple times a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;1;1;1;1;2;5;4;3;About once a month;Always;Definitely not;Moderately familiar;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Somewhat disagree;36-45;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$80,000 to $89,999;Married;Yes;5;Maine;5ea98b41bd3d1009919a3b06;Treatment;34;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:32;8/2/2021 9:37;IP Address;*******;100;305;TRUE;8/2/2021 9:37;R_usTo3RnXUXHnkVX;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5be10ec03e09dc00010e8ccc;Yes;United States;1989;Yes;Less frequently than every 14 days;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;;;Oat milk;;;;;;;;;;;;;;;1;1;3;2;3;4;5;2;1;A few times a month;Always;Definitely yes;Slightly familiar;Strongly disagree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;Professional degree (JD, MD);$100,000 to $149,999;Never Married;No;2;New Jersey;5be10ec03e09dc00010e8ccc;Treatment;40;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:28;8/2/2021 9:37;IP Address;*******;100;509;TRUE;8/2/2021 9:37;R_3m1qqTgIdlqFHHN;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;601ab1daf899973386d8c04b;Yes;United States;2001;Yes;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Quart;;Sometimes;Sometimes;;Almond milk;;;;;;Lactose intolerance;;;;;;;;;;2;1;2;3;;;;;;A few times a week;Sometimes;Definitely not;Slightly familiar;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Strongly agree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;;;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;25 or younger;Male;;;;;Asian (including South Asian);;;;;High school graduate (high school diploma or equivalent including GED);$20,000 to $29,999;Never Married;No;4;Georgia;601ab1daf899973386d8c04b;Control;38;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:31;8/2/2021 9:38;IP Address;*******;100;436;TRUE;8/2/2021 9:38;R_elF1GrOVPag65r3;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5fcd0ee406bd7ab94ecc424c;Yes;United States;2002;No;Approximately every 10 - 14 days;Once a week;Small/local grocery stores;;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;3;2;1;3;4;5;2;1;A few times a month;About half the time;Might or might not;Not familiar at all;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;;;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat agree;25 or younger;Male;White;;Black or African American;;;;;;;High school graduate (high school diploma or equivalent including GED);$70,000 to $79,999;Never Married;No;5;Michigan;5fcd0ee406bd7ab94ecc424c;Treatment;39;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:31;8/2/2021 9:39;IP Address;*******;100;476;TRUE;8/2/2021 9:39;R_cuJM9eMTa9yeafn;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e3baa61e3c7643bdb4e784e;Yes;United States;1986;Yes;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Half-gallon;;Most of the time;About half the time;;Almond milk;;;;;;Lactose intolerance;;;;;;;;;;2;3;2;2;2;4;5;3;1;A few times a month;About half the time;Probably not;Not familiar at all;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;26-35;Male;;;Black or African American;;;;;;;Bachelor's degree in college (4-year);$20,000 to $29,999;Never Married;No;1;Georgia;5e3baa61e3c7643bdb4e784e;Control;41;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:34;8/2/2021 9:39;IP Address;*******;100;320;TRUE;8/2/2021 9:39;R_dnZ5mM2V9Co34oF;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5b5c8d4e10aec90001ed4bee;Yes;United States;1999;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;3;1;2;4;2;5;1;3;A few times a month;Sometimes;Definitely not;Not familiar at all;Strongly disagree;Strongly agree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly disagree;25 or younger;Female;White;;;;;;;;;Some college but no degree;Less than $10,000;Never Married;No;2;Florida;5b5c8d4e10aec90001ed4bee;Control;43;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:37;8/2/2021 9:41;IP Address;*******;100;271;TRUE;8/2/2021 9:41;R_1o5y34OsYSifjtT;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5fbbdbf0c9e8fca1e25c5657;Yes;United States;1992;Yes;Less frequently than every 14 days;Once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;1% Low fat milk;;Quart;;Never;Always;;Almond milk;;;;;;;;;;;;;;;;2;3;1;3;2;3;5;4;1;A few times a week;About half the time;Probably not;Moderately familiar;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Somewhat disagree;26-35;Male;;;;;;;Hispanic/Latino;;;Some college but no degree;$100,000 to $149,999;Married;No;2;Vermont;5fbbdbf0c9e8fca1e25c5657;Treatment;45;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:37;8/2/2021 9:41;IP Address;*******;100;243;TRUE;8/2/2021 9:41;R_1goox7FJlYoJLXI;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5ea18f718366db0395e77a2b;Yes;United States;1987;Yes;Approximately once a week;Multiple times a week;Warehouse club stores (Costco, Sam's Club, BJ's, etc.);;2% Reduced fat milk;;Half-gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;3;2;3;3;1;4;5;3;2;A few times a month;About half the time;Definitely not;Not familiar at all;Somewhat agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat agree;26-35;Female;White;;;American Indian or Alaska Native;;;;;;Bachelor's degree in college (4-year);$80,000 to $89,999;Married;Yes;4;New York;5ea18f718366db0395e77a2b;Treatment;47;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:35;8/2/2021 9:42;IP Address;*******;100;419;TRUE;8/2/2021 9:42;R_3fDhBzPdAio2Wll;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5edae7d8d517f50009cbac62;Yes;United States;1988;No;Approximately once a week;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;3;2;3;1;5;4;2;3;A few times a month;Always;Definitely not;Not familiar at all;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;;Somewhat agree;Somewhat agree;;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;Master's degree;$100,000 to $149,999;Married;No;3;Texas;5edae7d8d517f50009cbac62;Treatment;44;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:38;8/2/2021 9:42;IP Address;*******;100;244;TRUE;8/2/2021 9:42;R_3htGrQoLpkQ97g3;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5eced9328405902eef967571;Yes;United States;1986;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;3;3;2;2;4;5;3;1;About once a month;;;Not familiar at all;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$50,000 to $59,999;Never Married;No;3;California;5eced9328405902eef967571;Treatment;50;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:31;8/2/2021 9:43;IP Address;*******;100;688;TRUE;8/2/2021 9:43;R_3EtEMefmhe76htJ;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;56c5f521305eaa0005f21c8a;Yes;United States;1982;Yes;Approximately every 10 - 14 days;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;2;1;1;2;4;5;3;1;A few times a month;Most of the time;Probably yes;Not familiar at all;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;36-45;Female;White;;;;;;;;;Some college but no degree;$10,000 to $19,999;Divorced;Yes;3;Alabama;56c5f521305eaa0005f21c8a;Treatment;51;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:37;8/2/2021 9:43;IP Address;*******;100;343;TRUE;8/2/2021 9:43;R_1Cjd8PFz0Nckcbn;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5ed948a23e6f2b10c1a77da4;Yes;United States;1989;Yes;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;3;3;3;1;5;4;3;2;A few times a week;Most of the time;Definitely yes;Moderately familiar;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;Master's degree;$50,000 to $59,999;Married;Yes;2;South Carolina;5ed948a23e6f2b10c1a77da4;Control;49;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:38;8/2/2021 9:44;IP Address;*******;100;359;TRUE;8/2/2021 9:44;R_3MMT11VcqPeRNLR;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e367950eef5b360f23350af;Yes;United States;2001;Yes;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Most of the time;Sometimes;Soymilk;Almond milk;;;;;;Lactose intolerance;;;;;Concerns about inflammation;;;;;2;3;1;1;1;4;5;2;3;A few times a month;Most of the time;Probably yes;Moderately familiar;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Strongly agree;25 or younger;Male;White;;;;;;Hispanic/Latino;;;Some college but no degree;$50,000 to $59,999;Never Married;Yes;4;Texas;5e367950eef5b360f23350af;Control;52;851f5ef0-6712-11eb-a885-4dab507d5fac
